SetCount,TermsCount,ErrorCount,Error,Width,Amptitude,Time
3,7,0,0,40,200,766.998800000001
3,8,0,0,120,600,783.853399999993
3,9,0,0,160,800,681.805199999988
3,10,0,0,40,800,1101.21990000001
3,11,0,0,160,600,585.136500000008
3,12,0,0,120,400,586.083599999998
3,13,0,0,160,200,467.328800000003
3,14,0,0,80,200,550.098400000003
3,15,0,0,120,200,567.540599999993
4,0,0,0,120,400,533.97619999999
4,1,0,0,120,800,782.685300000012
4,2,0,0,120,600,649.124800000005
4,3,0,0,160,400,567.901499999993
4,4,0,0,80,800,735.843499999988
4,5,0,0,120,200,566.686799999996
4,6,0,0,80,600,700.108500000002
4,7,0,0,80,200,568.741200000004
4,8,0,0,160,600,633.201499999996
4,9,0,0,40,400,949.215699999986
4,10,0,0,40,200,750.764200000005
4,11,0,0,160,800,750.70689999999
4,12,0,0,40,800,916.117299999998
4,13,0,0,40,600,866.874799999991
4,14,0,0,80,400,898.52870000001
4,15,0,0,160,200,517.753799999991
5,0,0,0,40,800,1099.54400000001
5,1,0,0,80,200,568.606299999999
5,2,0,0,120,800,749.919299999994
5,3,0,0,80,800,900.070099999997
5,4,0,0,120,200,532.45659999999
5,5,0,0,160,200,450.140599999999
5,6,0,0,40,600,998.936799999996
5,7,0,0,120,600,632.62029999998
5,8,0,0,80,400,801.565600000002
5,9,0,0,120,400,600.835300000006
5,10,0,0,80,600,768.143499999976
5,11,0,0,40,400,731.614399999991
5,12,0,0,40,200,699.611600000004
5,13,0,0,160,800,949.293199999986
5,14,0,0,160,600,784.936400000006
5,15,0,0,160,400,550.790800000017
6,0,0,0,40,800,1033.78049999999
6,1,0,0,80,600,635.111999999994
6,2,0,0,40,200,665.740099999995
6,3,0,0,120,800,633.474600000016
6,4,0,0,120,200,467.674899999984
6,5,0,0,160,400,516.86129999999
6,6,0,0,120,400,682.432499999995
6,7,0,0,80,400,699.142699999997
6,8,0,0,40,600,851.349300000002
6,9,0,0,40,400,749.947700000019
6,10,0,0,80,800,900.24589999998
6,11,0,0,160,200,449.260500000004
6,12,0,0,80,200,600.51920000001
6,13,0,0,160,800,932.970900000015
6,14,0,0,160,600,699.955799999996
6,15,0,0,120,600,666.074300000008
7,0,0,0,40,400,815.167799999996
7,1,0,0,80,600,733.025200000004
7,2,0,1,120,600,581.434800000017
7,2,1,0,120,600,800.868199999997
7,3,0,0,40,800,1414.86420000001
7,4,0,0,160,200,632.462299999985
7,5,0,0,80,800,899.138600000006
7,6,0,0,80,400,749.972800000018
7,7,0,0,120,200,582.353299999988
7,8,0,0,160,600,749.844500000007
7,9,0,0,160,400,583.281100000022
7,10,0,0,120,400,599.975200000015
7,11,0,0,120,800,683.239899999986
7,12,0,0,160,800,682.277499999997
7,13,0,0,80,200,617.901199999993
7,14,0,1,40,600,801.564899999998
7,14,1,0,40,600,967.999500000005
7,15,0,0,40,200,565.430599999992
8,0,0,0,40,200,600.132500000007
8,1,0,0,160,200,499.210099999997
8,2,0,0,160,600,567.937099999981
8,3,0,0,40,800,949.558600000018
8,4,0,0,120,600,716.554700000008
8,5,0,0,80,200,551.430900000007
8,6,0,0,80,400,600.748699999996
8,7,0,0,80,600,635.167300000001
8,8,0,0,120,800,799.498200000002
8,9,0,0,160,800,916.507799999992
8,10,0,0,120,400,599.296499999997
8,11,0,0,40,400,849.089399999997
8,12,0,0,120,200,599.467300000018
8,13,0,0,80,800,815.681700000016
8,14,0,0,40,600,817.333400000003
8,15,0,0,160,400,519.004400000005
9,0,0,0,40,600,949.629000000015
9,1,0,0,80,400,682.124799999991
9,2,0,0,160,800,668.597399999999
9,3,0,0,40,200,800.430599999992
9,4,0,0,120,400,665.375700000004
9,5,0,0,160,200,531.21179999999
9,6,0,0,80,200,550.187399999995
9,7,0,0,120,600,567.625
9,8,0,0,80,600,785.287799999991
9,9,0,0,40,800,886.456699999981
9,10,0,0,120,200,500.468800000002
9,11,0,0,80,800,714.816299999977
9,12,0,0,160,600,733.573999999993
9,13,0,0,40,400,764.116300000023
9,14,0,0,120,800,817.752099999983
9,15,0,0,160,400,516.743699999992
